gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp,pitches,entry,score_v,score_h,inherited,suspend,temp,hometeam,year,day,home,margin,absMargin,pitcherRole,suspended,relief,rest,p1,p3,p7,previous,consecutive,ubb,net,y,priorRelief,prior_net,prior_p_bfp,baseline,doubleAppearance,restGroup,b2b,rest1,rest2,heavyYesterday,threeDays,p3_10,p7_10,month
ANA202306100,munoa002,SEA,4,value,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20230610,0,ANA01,v,ANA,1,0,0,regular,y,y,15.000000,7,6,2,2,,64,ANA,2023,2023-06-10,0,4,4,True,False,True,3,0.000000,0.000000,16.000000,16.000000,0,0,3,0.750000,5,4,18,0.161017,False,3+ days,0,0,0,0,0,0.000000,1.600000,6
SEA202306140,munoa002,SEA,3,value,2,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,20230614,0,SEA03,h,MIA,0,1,0,regular,y,y,12.000000,7,2,0,2,,63,SEA,2023,2023-06-14,1,-2,2,True,False,True,3,0.000000,0.000000,15.000000,15.000000,0,1,0,0.000000,6,7,22,0.180328,False,3+ days,0,0,0,0,0,0.000000,1.500000,6
SEA202306160,munoa002,SEA,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20230616,0,SEA03,h,CHA,1,0,0,regular,y,y,13.000000,8,2,3,0,,58,SEA,2023,2023-06-16,1,1,1,True,False,True,1,0.000000,12.000000,27.000000,12.000000,0,0,2,0.666667,7,7,25,0.176000,False,1 day,0,1,0,0,0,1.200000,2.700000,6
SEA202306170,munoa002,SEA,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20230617,0,SEA03,h,CHA,0,1,0,regular,y,y,24.000000,8,2,3,0,,53,SEA,2023,2023-06-17,1,1,1,True,False,True,0,13.000000,25.000000,40.000000,13.000000,1,1,1,0.250000,8,9,28,0.187500,False,0 days,1,0,0,0,0,2.500000,4.000000,6
BAL202306240,munoa002,SEA,4,value,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230624,0,BAL12,v,BAL,0,1,0,regular,y,y,13.000000,7,3,4,0,,82,BAL,2023,2023-06-24,0,-1,1,True,False,True,6,0.000000,0.000000,24.000000,24.000000,0,0,1,0.333333,9,10,32,0.189394,False,3+ days,0,0,0,0,0,0.000000,2.400000,6
SEA202306260,munoa002,SEA,2,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20230626,0,SEA03,h,WAS,1,0,0,regular,y,y,16.000000,8,3,6,0,,73,SEA,2023,2023-06-26,1,3,3,True,False,True,1,0.000000,13.000000,13.000000,13.000000,0,1,1,0.250000,10,11,35,0.192593,False,1 day,0,1,0,0,0,1.300000,1.300000,6
SEA202306270,munoa002,SEA,5,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20230627,0,SEA03,h,WAS,0,1,0,regular,y,y,11.000000,9,4,4,0,,73,SEA,2023,2023-06-27,1,0,0,True,False,True,0,16.000000,29.000000,29.000000,16.000000,1,0,2,0.666667,11,12,39,0.194245,False,0 days,1,0,0,0,0,2.900000,2.900000,6
SEA202306300,munoa002,SEA,4,value,3,4,7,4,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1.000000,,,,,20230630,0,SEA03,h,TBA,0,1,0,regular,y,y,22.000000,7,4,4,0,,75,SEA,2023,2023-06-30,1,0,0,True,False,True,2,0.000000,11.000000,40.000000,11.000000,0,0,0,0.000000,12,14,42,0.204225,False,2 days,0,0,1,0,0,1.100000,4.000000,6
SEA202307020,munoa002,SEA,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000000,,,,,,20230702,0,SEA03,h,TBA,1,0,0,regular,y,y,16.000000,7,6,6,0,,71,SEA,2023,2023-07-02,1,0,0,True,False,True,1,0.000000,22.000000,49.000000,22.000000,0,0,1,0.333333,13,14,49,0.194631,False,1 day,0,1,0,0,0,2.200000,4.900000,7
SFN202307030,munoa002,SEA,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.000000,,,,,,20230703,0,SFO03,v,SFN,1,0,0,regular,y,y,8.000000,8,2,2,0,,60,SFN,2023,2023-07-03,0,0,0,True,False,True,0,16.000000,38.000000,65.000000,16.000000,1,0,2,0.666667,14,15,52,0.197368,False,0 days,1,0,0,0,0,3.800000,6.500000,7
HOU202307060,munoa002,SEA,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230706,0,HOU03,v,HOU,1,0,0,regular,y,y,11.000000,8,4,1,0,,73,HOU,2023,2023-07-06,0,3,3,True,False,True,2,0.000000,8.000000,46.000000,8.000000,0,0,1,0.250000,15,17,55,0.206452,False,2 days,0,0,1,0,0,0.800000,4.600000,7
HOU202307080,munoa002,SEA,3,value,3,0,5,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,,1.000000,,,1.000000,,20230708,0,HOU03,v,HOU,0,1,0,regular,y,y,21.000000,8,2,2,0,,73,HOU,2023,2023-07-08,0,0,0,True,False,True,1,0.000000,11.000000,35.000000,11.000000,0,1,1,0.200000,16,18,59,0.207547,False,1 day,0,1,0,0,0,1.100000,3.500000,7
SEA202307160,munoa002,SEA,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230716,0,SEA03,h,DET,1,0,0,regular,y,y,16.000000,8,0,2,0,,76,SEA,2023,2023-07-16,1,2,2,True,False,True,7,0.000000,0.000000,0.000000,21.000000,0,0,1,0.333333,17,19,64,0.207317,False,3+ days,0,0,0,0,0,0.000000,0.000000,7
SEA202307170,munoa002,SEA,4,value,4,0,6,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,,,,,,,20230717,0,SEA03,h,MIN,1,0,0,regular,y,y,19.000000,7,3,5,2,,70,SEA,2023,2023-07-17,1,2,2,True,False,True,0,16.000000,16.000000,16.000000,16.000000,1,1,2,0.333333,18,20,67,0.209581,False,0 days,1,0,0,0,0,1.600000,1.600000,7
SEA202307190,munoa002,SEA,4,value,3,0,7,2,0,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1,,1.000000,,,,,20230719,0,SEA03,h,MIN,0,1,0,regular,y,y,27.000000,8,3,3,0,,83,SEA,2023,2023-07-19,1,0,0,True,False,True,1,0.000000,35.000000,35.000000,19.000000,0,2,-1,-0.142857,19,22,73,0.213873,False,1 day,0,1,0,0,0,3.500000,3.500000,7
SEA202307220,munoa002,SEA,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230722,0,SEA03,h,TOR,1,0,0,regular,y,y,13.000000,8,7,9,0,,74,SEA,2023,2023-07-22,1,2,2,True,False,True,2,0.000000,27.000000,62.000000,27.000000,0,0,1,0.333333,20,21,80,0.200000,False,2 days,0,0,1,0,0,2.700000,6.200000,7
MIN202307240,munoa002,SEA,3,value,3,0,6,2,2,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,,,,,,,20230724,0,MIN04,v,MIN,0,1,0,regular,y,y,24.000000,9,3,2,0,,83,MIN,2023,2023-07-24,0,1,1,True,False,True,1,0.000000,13.000000,59.000000,13.000000,0,0,2,0.333333,21,22,83,0.202186,False,1 day,0,1,0,0,0,1.300000,5.900000,7
MIN202307260,munoa002,SEA,5,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230726,0,MIN04,v,MIN,1,0,0,regular,y,y,12.000000,9,8,7,0,,83,MIN,2023,2023-07-26,0,1,1,True,False,True,1,0.000000,24.000000,64.000000,24.000000,0,0,0,0.000000,22,24,89,0.206349,False,1 day,0,1,0,0,0,2.400000,6.400000,7
ARI202307280,munoa002,SEA,3,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20230728,0,PHO01,v,ARI,1,0,0,regular,y,y,11.000000,8,5,2,0,,78,ARI,2023,2023-07-28,0,3,3,True,False,True,1,0.000000,12.000000,49.000000,12.000000,0,1,0,0.000000,23,24,93,0.202073,False,1 day,0,1,0,0,0,1.200000,4.900000,7
ARI202307290,munoa002,SEA,4,value,3,0,4,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,,1.000000,,,1.000000,,20230729,0,PHO01,v,ARI,0,1,0,regular,y,y,14.000000,8,3,3,0,,78,ARI,2023,2023-07-29,0,0,0,True,False,True,0,11.000000,23.000000,60.000000,11.000000,1,1,-1,-0.250000,24,24,97,0.197970,False,0 days,1,0,0,0,0,2.300000,6.000000,7
SEA202307310,munoa002,SEA,5,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230731,0,SEA03,h,BOS,1,0,0,regular,y,y,6.000000,8,1,2,2,,74,SEA,2023,2023-07-31,1,1,1,True,False,True,1,0.000000,25.000000,61.000000,14.000000,0,0,1,1.000000,25,23,101,0.189055,False,1 day,0,1,0,0,0,2.500000,6.100000,7
SEA202308020,munoa002,SEA,5,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230802,0,SEA03,h,BOS,1,0,0,regular,y,y,15.000000,9,3,6,0,,77,SEA,2023,2023-08-02,1,3,3,True,False,True,1,0.000000,6.000000,43.000000,6.000000,0,0,2,0.666667,26,24,102,0.193069,False,1 day,0,1,0,0,0,0.600000,4.300000,8
ANA202308030,munoa002,SEA,4,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230803,0,ANA01,v,ANA,1,0,0,regular,y,y,16.000000,9,5,3,0,,79,ANA,2023,2023-08-03,0,2,2,True,False,True,0,15.000000,21.000000,46.000000,15.000000,1,0,3,1.000000,27,26,105,0.200000,False,0 days,1,0,0,0,0,2.100000,4.600000,8
ANA202308050,munoa002,SEA,3,value,3,0,7,2,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230805,0,ANA01,v,ANA,1,0,0,regular,y,y,33.000000,9,3,1,0,,84,ANA,2023,2023-08-05,0,2,2,True,False,True,1,0.000000,31.000000,51.000000,16.000000,0,1,1,0.142857,28,29,108,0.211538,False,1 day,0,1,0,0,0,3.100000,5.100000,8
SEA202308080,munoa002,SEA,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230808,0,SEA03,h,SDN,1,0,0,regular,y,y,17.000000,9,0,2,0,,78,SEA,2023,2023-08-08,1,2,2,True,False,True,2,0.000000,33.000000,64.000000,33.000000,0,0,1,0.250000,29,30,115,0.209302,False,2 days,0,0,1,0,0,3.300000,6.400000,8
SEA202308120,munoa002,SEA,2,value,3,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,,1.000000,,,1.000000,,20230812,0,SEA03,h,BAL,0,1,0,regular,y,y,18.000000,10,0,0,1,,78,SEA,2023,2023-08-12,1,0,0,True,False,True,3,0.000000,0.000000,50.000000,17.000000,0,0,1,0.200000,30,31,119,0.210046,False,3+ days,0,0,0,0,0,0.000000,5.000000,8
SEA202308130,munoa002,SEA,5,value,3,0,5,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,,20230813,0,SEA03,h,BAL,0,1,0,regular,y,y,16.000000,9,2,2,0,,82,SEA,2023,2023-08-13,1,0,0,True,False,True,0,18.000000,18.000000,35.000000,18.000000,1,1,0,0.000000,31,32,124,0.209821,False,0 days,1,0,0,0,0,1.800000,3.500000,8
KCA202308150,munoa002,SEA,4,value,5,0,9,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1.000000,,,,,,20230815,0,KAN06,v,KCA,1,0,0,regular,y,y,42.000000,8,8,5,2,,76,KCA,2023,2023-08-15,0,3,3,True,False,True,1,0.000000,34.000000,51.000000,16.000000,0,2,-2,-0.222222,32,32,129,0.205240,False,1 day,0,1,0,0,0,3.400000,5.100000,8
HOU202308180,munoa002,SEA,3,value,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1.000000,,1.000000,,20230818,0,HOU03,v,HOU,1,0,0,regular,y,y,11.000000,9,2,0,0,,73,HOU,2023,2023-08-18,0,2,2,True,False,True,2,0.000000,42.000000,76.000000,42.000000,0,0,0,0.000000,33,30,138,0.189076,False,2 days,0,0,1,0,0,4.200000,7.600000,8
HOU202308200,munoa002,SEA,7,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230820,0,HOU03,v,HOU,1,0,0,regular,y,y,11.000000,8,7,6,0,,73,HOU,2023,2023-08-20,0,1,1,True,False,True,1,0.000000,11.000000,69.000000,11.000000,0,0,1,0.333333,34,30,142,0.185950,False,1 day,0,1,0,0,0,1.100000,6.900000,8
CHA202308220,munoa002,SEA,7,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230822,0,CHI12,v,CHA,1,0,0,regular,y,y,4.000000,9,6,3,1,,82,CHA,2023,2023-08-22,0,3,3,True,False,True,1,0.000000,11.000000,64.000000,11.000000,0,0,1,1.000000,35,31,145,0.187755,False,1 day,0,1,0,0,0,1.100000,6.400000,8
CHA202308230,munoa002,SEA,4,value,3,0,5,2,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,,,,,,,20230823,0,CHI12,v,CHA,0,1,0,regular,y,y,21.000000,9,4,3,0,,95,CHA,2023,2023-08-23,0,1,1,True,False,True,0,4.000000,15.000000,26.000000,4.000000,1,0,3,0.600000,36,32,146,0.191057,False,0 days,1,0,0,0,0,1.500000,2.600000,8
SEA202308250,munoa002,SEA,7,value,3,0,6,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230825,0,SEA03,h,KCA,1,0,0,regular,y,y,26.000000,9,5,7,0,,74,SEA,2023,2023-08-25,1,2,2,True,False,True,1,0.000000,25.000000,47.000000,21.000000,0,1,0,0.000000,37,35,151,0.199203,False,1 day,0,1,0,0,0,2.500000,4.700000,8
SEA202308270,munoa002,SEA,4,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230827,0,SEA03,h,KCA,1,0,0,regular,y,y,14.000000,9,2,3,0,,77,SEA,2023,2023-08-27,1,1,1,True,False,True,1,0.000000,26.000000,62.000000,26.000000,0,0,3,1.000000,38,35,157,0.194553,False,1 day,0,1,0,0,0,2.600000,6.200000,8
SEA202308300,munoa002,SEA,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230830,0,SEA03,h,OAK,1,0,0,regular,y,y,14.000000,9,4,5,0,,69,SEA,2023,2023-08-30,1,1,1,True,False,True,2,0.000000,14.000000,61.000000,14.000000,0,0,1,0.333333,39,38,160,0.203846,False,2 days,0,0,1,0,0,1.400000,6.100000,8
NYN202309010,munoa002,SEA,3,value,3,0,6,2,0,0,0,1,1,1,0,1,0,2,0,0,0,2,0,0,,1.000000,,,1.000000,,20230901,0,NYC20,v,NYN,0,1,0,regular,y,y,27.000000,8,1,1,0,,72,NYN,2023,2023-09-01,0,0,0,True,False,True,1,0.000000,14.000000,54.000000,14.000000,0,1,0,0.000000,40,39,163,0.205323,False,1 day,0,1,0,0,0,1.400000,5.400000,9
CIN202309050,munoa002,SEA,6,value,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,1.000000,,,1.000000,,20230905,0,CIN09,v,CIN,0,1,0,regular,y,y,7.000000,9,6,6,0,,89,CIN,2023,2023-09-05,0,0,0,True,False,True,3,0.000000,0.000000,41.000000,27.000000,0,0,0,0.000000,41,39,169,0.200743,False,3+ days,0,0,0,0,0,0.000000,4.100000,9
CIN202309060,munoa002,SEA,5,value,3,0,5,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,,,,,1.000000,,20230906,0,CIN09,v,CIN,1,0,0,regular,y,y,22.000000,9,8,3,0,,83,CIN,2023,2023-09-06,0,5,5,True,False,True,0,7.000000,7.000000,48.000000,7.000000,1,1,1,0.200000,42,39,171,0.199262,False,0 days,1,0,0,0,0,0.700000,4.800000,9
TBA202309070,munoa002,SEA,4,value,3,0,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,,,1.000000,,1.000000,,20230907,0,STP01,v,TBA,1,0,0,regular,y,y,20.000000,9,1,0,0,,72,TBA,2023,2023-09-07,0,1,1,True,False,True,0,22.000000,29.000000,56.000000,22.000000,2,1,1,0.250000,43,40,176,0.199275,False,0 days,1,0,0,1,1,2.900000,5.600000,9
SEA202309110,munoa002,SEA,3,value,3,0,6,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,20230911,0,SEA03,h,ANA,0,1,0,regular,y,y,24.000000,9,3,3,0,,69,SEA,2023,2023-09-11,1,0,0,True,False,True,3,0.000000,0.000000,49.000000,20.000000,0,0,1,0.166667,44,41,180,0.200000,False,3+ days,0,0,0,0,0,0.000000,4.900000,9
SEA202309130,munoa002,SEA,4,value,3,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,,,1.000000,,1.000000,,20230913,0,SEA03,h,ANA,1,0,0,regular,y,y,15.000000,9,2,3,0,,70,SEA,2023,2023-09-13,1,1,1,True,False,True,1,0.000000,24.000000,66.000000,24.000000,0,0,2,0.666667,45,42,186,0.199301,False,1 day,0,1,0,0,0,2.400000,6.600000,9
SEA202309160,munoa002,SEA,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20230916,0,SEA03,h,LAN,0,1,0,regular,y,y,12.000000,9,0,0,0,,72,SEA,2023,2023-09-16,1,0,0,True,False,True,2,0.000000,15.000000,39.000000,15.000000,0,0,2,0.666667,46,44,189,0.204152,False,2 days,0,0,1,0,0,1.500000,3.900000,9
OAK202309200,munoa002,SEA,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230920,0,OAK01,v,OAK,1,0,0,regular,y,y,9.000000,8,6,3,0,,69,OAK,2023,2023-09-20,0,3,3,True,False,True,3,0.000000,0.000000,27.000000,12.000000,0,0,1,0.333333,47,46,192,0.208904,False,3+ days,0,0,0,0,0,0.000000,2.700000,9
TEX202309240,munoa002,SEA,4,value,3,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,20230924,0,ARL03,v,TEX,0,1,0,regular,y,y,13.000000,7,8,9,0,,74,TEX,2023,2023-09-24,0,-1,1,True,False,True,3,0.000000,0.000000,9.000000,9.000000,0,0,0,0.000000,48,47,195,0.210169,False,3+ days,0,0,0,0,0,0.000000,0.900000,9
SEA202309260,munoa002,SEA,4,value,3,0,6,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,,1.000000,,20230926,0,SEA03,h,HOU,1,0,0,regular,y,y,15.000000,9,1,6,0,,57,SEA,2023,2023-09-26,1,5,5,True,False,True,1,0.000000,13.000000,22.000000,13.000000,0,0,0,0.000000,49,47,199,0.207358,False,1 day,0,1,0,0,0,1.300000,2.200000,9
SEA202309280,munoa002,SEA,4,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000,,,,1.000000,,20230928,0,SEA03,h,TEX,1,0,0,regular,y,y,4.000000,9,2,1,0,,54,SEA,2023,2023-09-28,1,-1,1,True,False,True,1,0.000000,15.000000,28.000000,15.000000,0,0,0,0.000000,50,47,205,0.203279,False,1 day,0,1,0,0,0,1.500000,2.800000,9
SEA202309300,munoa002,SEA,6,value,3,0,5,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20230930,0,SEA03,h,TEX,0,1,0,regular,y,y,21.000000,8,5,0,0,,63,SEA,2023,2023-09-30,1,-5,5,True,False,True,1,0.000000,4.000000,32.000000,4.000000,0,1,1,0.200000,51,47,206,0.202614,False,1 day,0,1,0,0,0,0.400000,3.200000,9
SEA202404120,munoa002,SEA,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240412,0,SEA03,h,CHN,1,0,0,regular,y,y,10.000000,8,1,4,0,,53,SEA,2024,2024-04-12,1,3,3,True,False,True,1,0.000000,24.000000,63.000000,24.000000,0,0,2,0.666667,5,1,23,0.130081,False,1 day,0,1,0,0,0,2.400000,6.300000,4
SEA202404160,munoa002,SEA,2,value,4,0,5,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,,,,,,,20240416,0,SEA03,h,CIN,1,0,0,regular,y,y,24.000000,7,1,3,1,,51,SEA,2024,2024-04-16,1,2,2,True,False,True,3,0.000000,0.000000,34.000000,10.000000,0,1,2,0.400000,6,3,26,0.142857,False,3+ days,0,0,0,0,0,0.000000,3.400000,4
COL202404211,munoa002,SEA,5,value,0,3,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,1.000000,,,1.000000,,20240421,1,DEN02,v,COL,0,1,0,regular,y,y,7.000000,10,1,0,1,,54,COL,2024,2024-04-21,0,1,1,True,False,True,4,0.000000,0.000000,24.000000,24.000000,0,0,0,0.000000,7,5,31,0.152672,False,3+ days,0,0,0,0,0,0.000000,2.400000,4
TEX202404230,munoa002,SEA,4,value,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20240423,0,ARL03,v,TEX,1,0,0,regular,y,y,16.000000,9,4,0,0,,75,TEX,2024,2024-04-23,0,4,4,True,False,True,1,0.000000,7.000000,31.000000,7.000000,0,0,1,0.333333,8,5,34,0.149254,False,1 day,0,1,0,0,0,0.700000,3.100000,4
TEX202404250,munoa002,SEA,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240425,0,ARL03,v,TEX,1,0,0,regular,y,y,8.000000,9,4,3,0,,74,TEX,2024,2024-04-25,0,1,1,True,False,True,1,0.000000,16.000000,23.000000,16.000000,0,0,0,0.000000,9,6,37,0.153285,False,1 day,0,1,0,0,0,1.600000,2.300000,4
SEA202404270,munoa002,SEA,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240427,0,SEA03,h,ARI,1,0,0,regular,y,y,11.000000,9,1,3,0,,49,SEA,2024,2024-04-27,1,2,2,True,False,True,1,0.000000,8.000000,31.000000,8.000000,0,0,1,0.333333,10,6,40,0.150000,False,1 day,0,1,0,0,0,0.800000,3.100000,4
SEA202404300,munoa002,SEA,3,value,5,0,7,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240430,0,SEA03,h,ATL,1,0,0,regular,y,y,27.000000,8,1,3,2,,53,SEA,2024,2024-04-30,1,2,2,True,False,True,2,0.000000,11.000000,35.000000,11.000000,0,0,3,0.428571,11,7,43,0.153846,False,2 days,0,0,1,0,0,1.100000,3.500000,4
HOU202405050,munoa002,SEA,4,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000000,,,,1.000000,,20240505,0,HOU03,v,HOU,1,0,0,regular,y,y,11.000000,8,4,4,2,,73,HOU,2024,2024-05-05,0,0,0,True,False,True,4,0.000000,0.000000,27.000000,27.000000,0,0,1,0.250000,12,10,50,0.166667,False,3+ days,0,0,0,0,0,0.000000,2.700000,5
MIN202405070,munoa002,SEA,7,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20240507,0,MIN04,v,MIN,1,0,0,regular,y,y,14.000000,9,10,6,0,,68,MIN,2024,2024-05-07,0,4,4,True,False,True,1,0.000000,11.000000,38.000000,11.000000,0,0,1,0.333333,13,11,54,0.168831,False,1 day,0,1,0,0,0,1.100000,3.800000,5
SEA202405120,munoa002,SEA,4,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.000000,,20240512,0,SEA03,h,OAK,1,0,0,regular,y,y,9.000000,9,4,8,0,,65,SEA,2024,2024-05-12,1,4,4,True,False,True,4,0.000000,0.000000,25.000000,14.000000,0,0,0,0.000000,14,12,57,0.171975,False,3+ days,0,0,0,0,0,0.000000,2.500000,5
SEA202405130,munoa002,SEA,3,value,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240513,0,SEA03,h,KCA,1,0,0,regular,y,y,17.000000,8,2,4,1,,61,SEA,2024,2024-05-13,1,2,2,True,False,True,0,9.000000,9.000000,23.000000,9.000000,1,0,3,0.750000,15,12,60,0.168750,False,0 days,1,0,0,0,0,0.900000,2.300000,5
SEA202405150,munoa002,SEA,5,value,5,0,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240515,0,SEA03,h,KCA,1,0,0,regular,y,y,33.000000,8,1,3,2,,61,SEA,2024,2024-05-15,1,2,2,True,False,True,1,0.000000,26.000000,26.000000,17.000000,0,0,3,0.428571,16,15,64,0.182927,False,1 day,0,1,0,0,0,2.600000,2.600000,5
BAL202405180,munoa002,SEA,5,value,3,0,4,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240518,0,BAL12,v,BAL,1,0,0,regular,y,y,19.000000,9,4,2,0,,67,BAL,2024,2024-05-18,0,2,2,True,False,True,2,0.000000,33.000000,59.000000,33.000000,0,0,2,0.500000,17,18,71,0.192982,False,2 days,0,0,1,0,0,3.300000,5.900000,5
NYA202405200,munoa002,SEA,4,value,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240520,0,NYC21,v,NYA,1,0,0,regular,y,y,15.000000,9,5,4,0,,68,NYA,2024,2024-05-20,0,1,1,True,False,True,1,0.000000,19.000000,69.000000,19.000000,0,0,2,0.500000,18,20,75,0.200000,False,1 day,0,1,0,0,0,1.900000,6.900000,5
NYA202405210,munoa002,SEA,5,value,3,0,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20240521,0,NYC21,v,NYA,1,0,0,regular,y,y,18.000000,9,6,3,0,,76,NYA,2024,2024-05-21,0,3,3,True,False,True,0,15.000000,34.000000,67.000000,15.000000,1,1,0,0.000000,19,22,79,0.206704,False,0 days,1,0,0,0,0,3.400000,6.700000,5
WAS202405260,munoa002,SEA,4,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20240526,0,WAS11,v,WAS,1,0,0,regular,y,y,14.000000,9,9,5,0,,84,WAS,2024,2024-05-26,0,4,4,True,False,True,4,0.000000,0.000000,33.000000,18.000000,0,0,1,0.250000,20,22,84,0.201087,False,3+ days,0,0,0,0,0,0.000000,3.300000,5
