gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp,pitches,entry,score_v,score_h,inherited,suspend,temp,hometeam,year,day,home,margin,absMargin,pitcherRole,suspended,relief,rest,p1,p3,p7,previous,consecutive,ubb,net,y,priorRelief,prior_net,prior_p_bfp,baseline,doubleAppearance,restGroup,b2b,rest1,rest2,heavyYesterday,threeDays,p3_10,p7_10,month
CLE202507230,canoy001,BAL,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20250723,0,CLE08,v,CLE,0,1,0,regular,y,y,13.000000,7,2,2,0,,82,CLE,2025,2025-07-23,0,0,0,True,False,True,0,17.000000,24.000000,24.000000,17.000000,1,0,0,0.000000,40,26,149,0.164659,False,0 days,1,0,0,0,0,2.400000,2.400000,7
BAL202507270,canoy001,BAL,2,value,3,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20250727,0,BAL12,h,COL,1,0,0,regular,y,y,24.000000,7,1,4,0,,93,BAL,2025,2025-07-27,1,3,3,True,False,True,3,0.000000,0.000000,37.000000,13.000000,0,2,-1,-0.200000,41,26,152,0.162698,False,3+ days,0,0,0,0,0,0.000000,3.700000,7
BAL202507291,canoy001,BAL,2,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20250729,1,BAL12,h,TOR,1,0,0,regular,y,y,6.000000,7,3,10,0,,97,BAL,2025,2025-07-29,1,7,7,True,False,True,1,0.000000,24.000000,54.000000,24.000000,0,0,0,0.000000,42,25,157,0.155642,False,1 day,0,1,0,0,0,2.400000,5.400000,7
BAL202507300,canoy001,BAL,3,value,2,0,7,4,0,0,1,5,5,0,0,0,1,0,0,0,0,0,0,0,,1.000000,,,,,20250730,0,BAL12,h,TOR,0,1,0,regular,y,y,20.000000,7,4,5,0,,97,BAL,2025,2025-07-30,1,1,1,True,False,True,0,6.000000,30.000000,43.000000,6.000000,1,0,0,0.000000,43,25,160,0.153846,False,0 days,1,0,0,0,0,3.000000,4.300000,7
CHN202508020,canoy001,BAL,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250802,0,CHI11,v,CHN,1,0,0,regular,y,y,8.000000,8,4,3,0,,74,CHN,2025,2025-08-02,0,1,1,True,False,True,2,0.000000,20.000000,50.000000,20.000000,0,0,1,0.333333,44,25,167,0.149813,False,2 days,0,0,1,0,0,2.000000,5.000000,8
BAL202508080,canoy001,BAL,2,value,3,0,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20250808,0,BAL12,h,ATH,1,0,0,regular,y,y,15.000000,8,1,3,0,,79,BAL,2025,2025-08-08,1,2,2,True,False,True,5,0.000000,0.000000,8.000000,8.000000,0,0,0,0.000000,45,26,170,0.151852,False,3+ days,0,0,0,0,0,0.000000,0.800000,8
BAL202508100,canoy001,BAL,2,value,4,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,,,,,,,20250810,0,BAL12,h,ATH,0,1,0,regular,y,y,26.000000,7,1,1,0,,86,BAL,2025,2025-08-10,1,0,0,True,False,True,1,0.000000,15.000000,15.000000,15.000000,0,1,1,0.200000,46,26,175,0.149091,False,1 day,0,1,0,0,0,1.500000,1.500000,8
BAL202508130,canoy001,BAL,3,value,1,0,3,1,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,,,,,,,20250813,0,BAL12,h,SEA,1,0,0,regular,y,y,12.000000,9,1,3,0,,83,BAL,2025,2025-08-13,1,2,2,True,False,True,2,0.000000,26.000000,41.000000,26.000000,0,1,-1,-0.333333,47,27,180,0.150000,False,2 days,0,0,1,0,0,2.600000,4.100000,8
HOU202508160,canoy001,BAL,4,value,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,20250816,0,HOU03,v,HOU,0,1,0,regular,y,y,14.000000,8,4,4,0,,73,HOU,2025,2025-08-16,0,0,0,True,False,True,2,0.000000,12.000000,38.000000,12.000000,0,1,0,0.000000,48,26,183,0.144876,False,2 days,0,0,1,0,0,1.200000,3.800000,8
BOS202508180,canoy001,BAL,3,value,3,0,5,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,1.000000,,20250818,0,BOS07,v,BOS,1,0,0,regular,y,y,19.000000,9,6,1,1,,66,BOS,2025,2025-08-18,0,5,5,True,False,True,1,0.000000,14.000000,26.000000,14.000000,0,1,-1,-0.200000,49,26,186,0.143357,False,1 day,0,1,0,0,0,1.400000,2.600000,8
BOS202508190,canoy001,BAL,6,value,3,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.000000,,,,,,20250819,0,BOS07,v,BOS,1,0,0,regular,y,y,12.000000,10,3,3,1,,69,BOS,2025,2025-08-19,0,0,0,True,False,True,0,19.000000,33.000000,45.000000,19.000000,1,1,-1,-0.250000,50,25,191,0.137457,False,0 days,1,0,0,0,0,3.300000,4.500000,8
BAL202508220,canoy001,BAL,2,value,1,0,3,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20250822,0,BAL12,h,HOU,0,1,0,regular,y,y,12.000000,5,4,3,2,,79,BAL,2025,2025-08-22,1,-1,1,True,False,True,2,0.000000,12.000000,45.000000,12.000000,0,1,0,0.000000,51,24,195,0.132203,False,2 days,0,0,1,0,0,1.200000,4.500000,8
BAL202508260,canoy001,BAL,4,value,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,1.000000,,20250826,0,BAL12,h,BOS,0,1,0,regular,y,y,8.000000,9,3,0,2,,79,BAL,2025,2025-08-26,1,-3,3,True,False,True,3,0.000000,0.000000,24.000000,12.000000,0,0,0,0.000000,52,24,198,0.130872,False,3+ days,0,0,0,0,0,0.000000,2.400000,8
SFN202508290,canoy001,BAL,3,value,4,0,6,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,20250829,0,SFO03,v,SFN,0,1,0,regular,y,y,20.000000,6,6,10,0,,63,SFN,2025,2025-08-29,0,-4,4,True,False,True,2,0.000000,8.000000,20.000000,8.000000,0,1,1,0.166667,53,24,201,0.129568,False,2 days,0,0,1,0,0,0.800000,2.000000,8
SFN202508310,canoy001,BAL,4,value,4,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20250831,0,SFO03,v,SFN,0,1,0,regular,y,y,20.000000,6,0,9,3,,84,SFN,2025,2025-08-31,0,-9,9,True,False,True,1,0.000000,20.000000,28.000000,20.000000,0,1,-1,-0.200000,54,25,207,0.130293,False,1 day,0,1,0,0,0,2.000000,2.800000,8
SDN202509030,canoy001,BAL,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20250903,0,SAN02,v,SDN,1,0,0,regular,y,y,14.000000,9,7,5,0,,79,SDN,2025,2025-09-03,0,2,2,True,False,True,2,0.000000,20.000000,40.000000,20.000000,0,0,2,0.666667,55,24,212,0.125000,False,2 days,0,0,1,0,0,2.000000,4.000000,9
BAL202509050,canoy001,BAL,6,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000000,,,,1.000000,,20250905,0,BAL12,h,LAN,1,0,0,regular,y,y,14.000000,9,1,1,0,,84,BAL,2025,2025-09-05,1,0,0,True,False,True,1,0.000000,14.000000,54.000000,14.000000,0,0,1,0.333333,56,26,215,0.130159,False,1 day,0,1,0,0,0,1.400000,5.400000,9
BAL202509070,canoy001,BAL,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250907,0,BAL12,h,LAN,0,1,0,regular,y,y,12.000000,8,4,2,0,,70,BAL,2025,2025-09-07,1,-2,2,True,False,True,1,0.000000,14.000000,48.000000,14.000000,0,0,1,0.333333,57,27,218,0.132075,False,1 day,0,1,0,0,0,1.400000,4.800000,9
BAL202509090,canoy001,BAL,3,value,2,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20250909,0,BAL12,h,PIT,1,0,0,regular,y,y,19.000000,9,1,2,0,,74,BAL,2025,2025-09-09,1,1,1,True,False,True,1,0.000000,12.000000,40.000000,12.000000,0,0,0,0.000000,58,28,221,0.133956,False,1 day,0,1,0,0,0,1.200000,4.000000,9
BAL202509110,canoy001,BAL,2,value,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,20250911,0,BAL12,h,PIT,1,0,0,regular,y,y,9.000000,6,2,2,1,,75,BAL,2025,2025-09-11,1,0,0,True,False,True,1,0.000000,19.000000,45.000000,19.000000,0,0,1,0.500000,59,28,224,0.132716,False,1 day,0,1,0,0,0,1.900000,4.500000,9
TOR202509130,canoy001,BAL,5,value,1,0,5,3,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,,1.000000,,,1.000000,,20250913,0,TOR02,v,TOR,0,1,0,regular,y,y,16.000000,9,4,2,1,,67,TOR,2025,2025-09-13,0,2,2,True,False,True,1,0.000000,9.000000,40.000000,9.000000,0,0,0,0.000000,60,29,226,0.134969,False,1 day,0,1,0,0,0,0.900000,4.000000,9
BAL202509180,canoy001,BAL,2,value,3,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,,,,,,20250918,0,BAL12,h,NYA,0,1,0,regular,y,y,21.000000,6,3,0,0,,79,BAL,2025,2025-09-18,1,-3,3,True,False,True,4,0.000000,0.000000,25.000000,16.000000,0,1,0,0.000000,61,29,231,0.132931,False,3+ days,0,0,0,0,0,0.000000,2.500000,9
BAL202509200,canoy001,BAL,3,value,5,0,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,20250920,0,BAL12,h,NYA,0,1,0,regular,y,y,20.000000,5,5,0,1,,73,BAL,2025,2025-09-20,1,-5,5,True,False,True,1,0.000000,21.000000,37.000000,21.000000,0,0,0,0.000000,62,29,235,0.131343,False,1 day,0,1,0,0,0,2.100000,3.700000,9
BAL202509240,canoy001,BAL,4,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20250924,0,BAL12,h,TBA,0,1,0,regular,y,y,14.000000,8,6,0,0,,73,BAL,2025,2025-09-24,1,-6,6,True,False,True,3,0.000000,0.000000,41.000000,20.000000,0,0,1,0.250000,63,29,240,0.129412,False,3+ days,0,0,0,0,0,0.000000,4.100000,9
NYA202509260,canoy001,BAL,3,value,3,2,7,4,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,,,,,,,20250926,0,NYC21,v,NYA,0,1,0,regular,y,y,25.000000,6,4,6,0,,76,NYA,2025,2025-09-26,0,-2,2,True,False,True,1,0.000000,14.000000,34.000000,14.000000,0,1,0,0.000000,64,30,244,0.130814,False,1 day,0,1,0,0,0,1.400000,3.400000,9
BAL202504150,cantj002,CLE,3,value,2,0,4,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250415,0,BAL12,v,BAL,1,0,0,regular,y,y,16.000000,7,6,0,0,,59,BAL,2025,2025-04-15,0,6,6,True,False,True,1,0.000000,24.000000,57.000000,24.000000,0,0,1,0.250000,5,8,41,0.163121,False,1 day,0,1,0,0,0,2.400000,5.700000,4
BAL202504160,cantj002,CLE,2,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250416,0,BAL12,v,BAL,0,1,0,regular,y,y,5.000000,7,1,5,0,,55,BAL,2025,2025-04-16,0,-4,4,True,False,True,0,16.000000,40.000000,73.000000,16.000000,1,0,1,1.000000,6,9,45,0.165517,False,0 days,1,0,0,0,0,4.000000,7.300000,4
PIT202504200,cantj002,CLE,6,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20250420,0,PIT08,v,PIT,1,0,0,regular,y,y,12.000000,10,5,4,1,,58,PIT,2025,2025-04-20,0,1,1,True,False,True,3,0.000000,0.000000,45.000000,5.000000,0,1,-1,-0.333333,7,10,46,0.171233,False,3+ days,0,0,0,0,0,0.000000,4.500000,4
CLE202504210,cantj002,CLE,3,value,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20250421,0,CLE08,h,NYA,1,0,0,regular,y,y,9.000000,8,4,6,0,,68,CLE,2025,2025-04-21,1,2,2,True,False,True,0,12.000000,12.000000,33.000000,12.000000,1,1,0,0.000000,8,9,49,0.161074,False,0 days,1,0,0,0,0,1.200000,3.300000,4
CLE202504230,cantj002,CLE,2,value,5,0,7,3,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20250423,0,CLE08,h,NYA,0,1,0,regular,y,y,30.000000,5,4,1,0,,71,CLE,2025,2025-04-23,1,-3,3,True,False,True,1,0.000000,21.000000,26.000000,9.000000,0,1,1,0.142857,9,9,51,0.158940,False,1 day,0,1,0,0,0,2.100000,2.600000,4
CLE202504270,cantj002,CLE,4,value,6,0,9,1,0,0,1,3,2,1,0,3,0,2,0,0,0,0,0,0,,,,,,,20250427,0,CLE08,h,BOS,0,1,0,regular,y,y,55.000000,7,9,3,0,,54,CLE,2025,2025-04-27,1,-6,6,True,False,True,3,0.000000,0.000000,51.000000,30.000000,0,1,2,0.222222,10,10,58,0.158228,False,3+ days,0,0,0,0,0,0.000000,5.100000,4
CLE202505010,cantj002,CLE,4,value,2,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20250501,0,CLE08,h,MIN,1,0,0,regular,y,y,24.000000,8,2,2,0,,78,CLE,2025,2025-05-01,1,0,0,True,False,True,3,0.000000,0.000000,55.000000,55.000000,0,1,0,0.000000,11,12,67,0.161677,False,3+ days,0,0,0,0,0,0.000000,5.500000,5
TOR202505020,cantj002,CLE,4,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.000000,,20250502,0,TOR02,v,TOR,0,1,0,regular,y,y,4.000000,8,3,5,1,,68,TOR,2025,2025-05-02,0,-2,2,True,False,True,0,24.000000,24.000000,79.000000,24.000000,1,0,0,0.000000,12,12,71,0.157895,False,0 days,1,0,0,1,0,2.400000,7.900000,5
WAS202505061,cantj002,CLE,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20250506,1,WAS11,v,WAS,0,1,0,regular,y,y,10.000000,8,8,10,0,,70,WAS,2025,2025-05-06,0,-2,2,True,False,True,3,0.000000,0.000000,28.000000,4.000000,0,0,1,0.333333,13,12,72,0.156977,False,3+ days,0,0,0,0,0,0.000000,2.800000,5
WAS202505070,cantj002,CLE,2,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.000000,,,,,,20250507,0,WAS11,v,WAS,1,0,0,regular,y,y,14.000000,5,0,3,2,,72,WAS,2025,2025-05-07,0,-3,3,True,False,True,0,10.000000,10.000000,38.000000,10.000000,1,1,0,0.000000,14,13,75,0.160000,False,0 days,1,0,0,0,0,1.000000,3.800000,5
CLE202505100,cantj002,CLE,3,value,4,0,12,7,1,0,1,5,5,1,0,3,0,0,0,0,0,0,0,0,,,,,1.000000,,20250510,0,CLE08,h,PHI,0,1,0,regular,y,y,40.000000,8,1,0,1,,72,CLE,2025,2025-05-10,1,-1,1,True,False,True,2,0.000000,14.000000,24.000000,14.000000,0,1,2,0.166667,15,13,79,0.156425,False,2 days,0,0,1,0,0,1.400000,2.400000,5
CLE202505140,cantj002,CLE,4,value,6,0,8,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,,,,,,,20250514,0,CLE08,h,MIL,0,1,0,regular,y,y,36.000000,7,5,2,0,,75,CLE,2025,2025-05-14,1,-3,3,True,False,True,3,0.000000,0.000000,54.000000,40.000000,0,1,-1,-0.125000,16,15,91,0.157068,False,3+ days,0,0,0,0,0,0.000000,5.400000,5
CIN202505170,cantj002,CLE,5,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.000000,,20250517,0,CIN09,v,CIN,0,1,0,regular,y,y,4.000000,8,1,4,2,,70,CIN,2025,2025-05-17,0,-3,3,True,False,True,2,0.000000,36.000000,76.000000,36.000000,0,0,1,1.000000,17,14,99,0.145729,False,2 days,0,0,1,0,0,3.600000,7.600000,5
DET202505240,cantj002,CLE,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250524,0,DET05,v,DET,1,0,0,regular,y,y,14.000000,7,2,3,0,,63,DET,2025,2025-05-24,0,-1,1,True,False,True,2,0.000000,43.000000,47.000000,43.000000,0,0,1,0.333333,19,15,100,0.150000,False,2 days,0,0,1,0,0,4.300000,4.700000,5
CLE202505260,cantj002,CLE,3,value,9,0,11,2,0,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,,,,,1.000000,,20250526,0,CLE08,h,LAN,0,1,0,regular,y,y,42.000000,7,6,2,0,,63,CLE,2025,2025-05-26,1,-4,4,True,False,True,1,0.000000,14.000000,57.000000,14.000000,0,0,4,0.363636,20,16,103,0.152709,False,1 day,0,1,0,0,0,1.400000,5.700000,5
COL202306080,caram001,COL,2,value,5,0,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,,,,,,,20230608,0,DEN02,h,SFN,0,1,0,regular,y,y,26.000000,6,3,4,0,,75,COL,2023,2023-06-08,1,1,1,True,False,True,4,0.000000,0.000000,33.000000,33.000000,0,2,-1,-0.142857,5,2,43,0.118881,False,3+ days,0,0,0,0,0,0.000000,3.300000,6
COL202306110,caram001,COL,3,value,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20230611,0,DEN02,h,SDN,1,0,0,regular,y,y,16.000000,7,3,1,0,,66,COL,2023,2023-06-11,1,-2,2,True,False,True,2,0.000000,26.000000,26.000000,26.000000,0,0,0,0.000000,6,1,50,0.106667,False,2 days,0,0,1,0,0,2.600000,2.600000,6
BOS202306120,caram001,COL,5,value,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1.000000,,1.000000,,20230612,0,BOS07,v,BOS,1,0,0,regular,y,y,10.000000,10,4,2,1,,73,BOS,2023,2023-06-12,0,2,2,True,False,True,0,16.000000,16.000000,42.000000,16.000000,1,0,0,0.000000,7,1,55,0.103226,False,0 days,1,0,0,0,0,1.600000,4.200000,6
BOS202306130,caram001,COL,6,value,1,0,3,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20230613,0,BOS07,v,BOS,1,0,0,regular,y,y,15.000000,10,7,4,1,,69,BOS,2023,2023-06-13,0,3,3,True,False,True,0,10.000000,26.000000,52.000000,10.000000,2,1,-1,-0.333333,8,1,58,0.101266,False,0 days,1,0,0,0,1,2.600000,5.200000,6
ATL202306150,caram001,COL,2,value,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,20230615,0,ATL03,v,ATL,0,1,0,regular,y,y,23.000000,5,3,6,1,,81,ATL,2023,2023-06-15,0,-3,3,True,False,True,1,0.000000,25.000000,67.000000,15.000000,0,0,0,0.000000,9,0,61,0.093168,False,1 day,0,1,0,0,0,2.500000,6.700000,6
ATL202306180,caram001,COL,2,value,6,0,11,3,0,0,1,3,3,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20230618,0,ATL03,v,ATL,0,1,0,regular,y,y,36.000000,4,5,7,0,,84,ATL,2023,2023-06-18,0,-2,2,True,False,True,2,0.000000,23.000000,64.000000,23.000000,0,2,-1,-0.090909,10,0,67,0.089820,False,2 days,0,0,1,0,0,2.300000,6.400000,6
CIN202306210,caram001,COL,3,value,6,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20230621,0,CIN09,v,CIN,0,1,0,regular,y,y,33.000000,5,3,0,3,,75,CIN,2023,2023-06-21,0,3,3,True,False,True,2,0.000000,36.000000,59.000000,36.000000,0,0,3,0.375000,11,-1,78,0.078652,False,2 days,0,0,1,0,0,3.600000,5.900000,6
COL202306240,caram001,COL,2,value,1,0,7,4,1,0,1,6,6,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20230624,0,DEN02,h,ANA,0,1,0,regular,y,y,26.000000,3,7,0,2,,86,COL,2023,2023-06-24,1,-7,7,True,False,True,2,0.000000,33.000000,69.000000,33.000000,0,2,-2,-0.285714,12,2,86,0.091398,False,2 days,0,0,1,0,0,3.300000,6.900000,6
COL202306290,caram001,COL,4,value,4,0,8,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20230629,0,DEN02,h,LAN,0,1,0,regular,y,y,32.000000,7,12,3,1,,68,COL,2023,2023-06-29,1,-9,9,True,False,True,4,0.000000,0.000000,26.000000,26.000000,0,0,3,0.375000,13,0,93,0.077720,False,3+ days,0,0,0,0,0,0.000000,2.600000,6
COL202309162,caram001,COL,3,value,6,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,20230916,2,DEN02,h,SFN,1,0,0,regular,y,y,27.000000,6,1,4,2,,72,COL,2023,2023-09-16,1,3,3,True,False,True,78,0.000000,0.000000,0.000000,32.000000,0,0,1,0.166667,14,3,101,0.089552,False,3+ days,0,0,0,0,0,0.000000,0.000000,9
COL202309170,caram001,COL,4,value,2,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20230917,0,DEN02,h,SFN,0,1,0,regular,y,y,11.000000,7,9,5,2,,75,COL,2023,2023-09-17,1,-4,4,True,False,True,0,27.000000,27.000000,27.000000,27.000000,1,0,1,0.333333,15,4,107,0.091787,False,0 days,1,0,0,1,0,2.700000,2.700000,9
SLN202406060,caram001,COL,2,value,2,0,6,4,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240606,0,STL10,v,SLN,1,0,0,regular,y,y,25.000000,6,3,0,0,,80,SLN,2024,2024-06-06,0,3,3,True,False,True,1,0.000000,24.000000,45.000000,24.000000,0,0,1,0.166667,5,3,31,0.137405,False,1 day,0,1,0,0,0,2.400000,4.500000,6
SLN202406070,caram001,COL,3,value,2,0,6,3,1,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,,1.000000,,,,,20240607,0,STL10,v,SLN,0,1,0,regular,y,y,30.000000,8,5,5,0,,87,SLN,2024,2024-06-07,0,0,0,True,False,True,0,25.000000,49.000000,70.000000,25.000000,1,1,0,0.000000,6,4,37,0.138686,False,0 days,1,0,0,1,0,4.900000,7.000000,6
SDN202306070,carld003,SDN,3,value,3,0,7,1,0,0,0,3,3,3,0,0,1,0,0,0,0,0,0,0,,,,,,,20230607,0,SAN02,h,SEA,1,0,0,regular,y,y,26.000000,8,0,10,0,,66,SDN,2023,2023-06-07,1,10,10,True,False,True,2,0.000000,56.000000,79.000000,56.000000,0,3,-3,-0.428571,5,10,42,0.176056,False,2 days,0,0,1,0,0,5.600000,7.900000,6
COL202306100,carld003,SDN,2,value,6,0,7,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1.000000,,,,,,20230610,0,DEN02,v,COL,1,0,0,regular,y,y,28.000000,4,1,1,0,,73,COL,2023,2023-06-10,0,0,0,True,False,True,2,0.000000,26.000000,82.000000,26.000000,0,0,1,0.142857,6,7,49,0.147651,False,2 days,0,0,1,0,0,2.600000,8.200000,6
SDN202306150,carld003,SDN,2,value,6,0,8,2,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20230615,0,SAN02,h,CLE,0,1,0,regular,y,y,36.000000,2,6,3,1,,68,SDN,2023,2023-06-15,1,-3,3,True,False,True,4,0.000000,0.000000,28.000000,28.000000,0,0,3,0.375000,7,8,56,0.147436,False,3+ days,0,0,0,0,0,0.000000,2.800000,6
SFN202306190,carld003,SDN,4,value,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,,,,20230619,0,SFO03,v,SFN,0,1,0,regular,y,y,15.000000,9,4,3,2,,61,SFN,2023,2023-06-19,0,1,1,True,False,True,3,0.000000,0.000000,36.000000,36.000000,0,2,-2,-0.666667,8,11,64,0.158537,False,3+ days,0,0,0,0,0,0.000000,3.600000,6
PIT202306270,carld003,SDN,2,value,9,0,14,4,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,,,,,,,20230627,0,PIT08,v,PIT,0,1,0,regular,y,y,47.000000,3,3,5,0,,68,PIT,2023,2023-06-27,0,-2,2,True,False,True,7,0.000000,0.000000,0.000000,15.000000,0,0,3,0.214286,9,9,67,0.143713,False,3+ days,0,0,0,0,0,0.000000,0.000000,6
CIN202306300,carld003,SDN,6,value,2,0,4,2,1,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,,1.000000,,,1.000000,,20230630,0,CIN09,v,CIN,0,1,0,regular,y,y,14.000000,11,5,4,1,,89,CIN,2023,2023-06-30,0,1,1,True,False,True,2,0.000000,47.000000,47.000000,47.000000,0,0,0,0.000000,10,12,81,0.149171,False,2 days,0,0,1,0,0,4.700000,4.700000,6
WAS202504080,caspb001,LAN,2,value,6,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20250408,0,WAS11,v,WAS,0,1,0,regular,y,y,35.000000,6,1,8,0,,46,WAS,2025,2025-04-08,0,-7,7,True,False,True,2,0.000000,23.000000,52.000000,23.000000,0,0,2,0.250000,5,5,26,0.158730,False,2 days,0,0,1,0,0,2.300000,5.200000,4
LAN202504120,caspb001,LAN,2,value,5,0,13,7,1,0,1,6,6,1,0,1,0,0,0,0,1,1,0,0,,,,,,,20250412,0,LOS03,h,CHN,0,1,0,regular,y,y,41.000000,6,1,0,0,,68,LAN,2025,2025-04-12,1,-1,1,True,False,True,3,0.000000,0.000000,58.000000,35.000000,0,1,0,0.000000,6,7,34,0.164179,False,3+ days,0,0,0,0,0,0.000000,5.800000,4
LAN202504160,caspb001,LAN,3,value,9,0,11,2,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1.000000,,,,,,20250416,0,LOS03,h,COL,1,0,0,regular,y,y,47.000000,5,6,7,0,,59,LAN,2025,2025-04-16,1,1,1,True,False,True,3,0.000000,0.000000,41.000000,41.000000,0,0,3,0.272727,7,7,47,0.149660,False,3+ days,0,0,0,0,0,0.000000,4.100000,4
TEX202504200,caspb001,LAN,4,value,5,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.000000,,,,,,20250420,0,ARL03,v,TEX,1,0,0,regular,y,y,23.000000,6,0,0,1,,74,TEX,2025,2025-04-20,0,0,0,True,False,True,3,0.000000,0.000000,47.000000,47.000000,0,0,1,0.200000,8,10,58,0.158228,False,3+ days,0,0,0,0,0,0.000000,4.700000,4
LAN202504270,caspb001,LAN,2,value,11,0,13,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.000000,,,,,,20250427,0,LOS03,h,PIT,1,0,0,regular,y,y,54.000000,2,2,4,0,,62,LAN,2025,2025-04-27,1,2,2,True,False,True,3,0.000000,0.000000,63.000000,40.000000,0,0,5,0.384615,9,11,63,0.159509,False,3+ days,0,0,0,0,0,0.000000,6.300000,4
