id,day,game_pk,statcastRows,trackedPitches,velocity,ffN,gid,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp,pitches,entry,score_v,score_h,inherited,suspend,temp,hometeam,year,home,margin,absMargin,pitcherRole,suspended,relief,rest,p1,p3,p7,previous,consecutive,ubb,net,y,priorRelief,_v,prior_net,prior_p_bfp,baseline,doubleAppearance,restGroup,b2b,rest1,rest2,heavyYesterday,threeDays,p3_10,p7_10,month,difference,priorFFN,priorV,deltaV,dateISO,name
hoffj003,2025-06-17,777479,10,10,96.7,7.0,TOR202506170,TOR,5,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,,,,1.0,,20250617,0,TOR02,h,ARI,1,0,0,regular,y,y,10.0,9,4,3,0,,69,TOR,2025,1,-1,1,True,False,True,6,0.0,0.0,2.0,2.0,0,1,-1,-0.3333333333333333,31,3,36,122,0.22972972972972974,False,3+ days,0,0,0,0,0,0.0,0.2,6,0.0,19,96.39710317460317,0.3028968253968287,2025-06-17,Jeff Hoffman
hoffj003,2025-06-22,777408,21,21,95.71000000000001,10.0,TOR202506220,TOR,4,value,1,0,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20250622,0,TOR02,h,CHA,0,1,0,regular,y,y,21.0,8,1,2,2,,68,TOR,2025,1,1,1,True,False,True,1,0.0,14.0,24.0,14.0,0,1,-1,-0.25,33,4,36,129,0.22270742358078602,False,1 day,0,1,0,0,0,1.4,2.4,6,0.0,20,96.4004365079365,-0.6904365079364965,2025-06-22,Jeff Hoffman
hoffj003,2025-06-25,777368,18,18,96.84,5.0,CLE202506250,TOR,4,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20250625,0,CLE08,v,CLE,0,1,0,regular,y,y,18.0,9,4,4,0,,82,CLE,2025,0,0,0,True,False,True,2,0.0,21.0,35.0,21.0,0,0,1,0.25,34,4,35,133,0.2145922746781116,False,2 days,0,0,1,0,0,2.1,3.5,6,0.0,21,96.25672222222222,0.5832777777777807,2025-06-25,Jeff Hoffman
hoffj003,2025-06-30,777295,22,22,96.85555555555555,9.0,TOR202506300,TOR,6,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250630,0,TOR02,h,NYA,1,0,0,regular,y,y,22.0,9,4,5,0,,68,TOR,2025,1,1,1,True,False,True,0,14.0,14.0,32.0,14.0,1,0,1,0.25,36,4,39,140,0.225,False,0 days,1,0,0,0,0,1.4,3.2,6,0.0,22,96.33138888888888,0.5241666666666731,2025-06-30,Jeff Hoffman
hoffj003,2025-07-02,777274,14,14,97.0375,8.0,TOR202507020,TOR,5,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250702,0,TOR02,h,NYA,1,0,0,regular,y,y,14.0,9,9,11,0,,74,TOR,2025,1,2,2,True,False,True,1,0.0,36.0,54.0,22.0,0,0,1,0.25,37,4,40,144,0.22540983606557377,False,1 day,0,1,0,0,0,3.6,5.4,7,0.0,23,96.39361111111111,0.6438888888888812,2025-07-02,Jeff Hoffman
hoffj003,2025-07-11,777152,33,33,96.75714285714285,7.0,ATH202507110,TOR,5,value,3,0,7,3,0,0,1,3,3,1,0,2,0,1,0,0,0,0,0,0,,,,,1.0,,20250711,0,SAC01,v,ATH,1,0,0,regular,y,y,33.0,9,7,3,0,,96,ATH,2025,0,4,4,True,False,True,4,0.0,0.0,7.0,7.0,0,1,1,0.14285714285714285,40,7,42,155,0.2235294117647059,False,3+ days,0,0,0,0,0,0.0,0.7,7,0.0,24,96.62861111111111,0.1285317460317401,2025-07-11,Jeff Hoffman
hoffj003,2025-07-18,777108,13,13,97.63333333333334,9.0,TOR202507180,TOR,4,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1.0,,20250718,0,TOR02,h,SFN,1,0,0,regular,y,y,13.0,9,0,4,0,,72,TOR,2025,1,4,4,True,False,True,6,0.0,0.0,33.0,33.0,0,0,3,1.0,41,3,43,162,0.22137404580152673,False,3+ days,0,0,0,0,0,0.0,3.3,7,0.0,25,96.6400396825397,0.9932936507936461,2025-07-18,Jeff Hoffman
hoffj003,2025-07-19,777094,11,11,96.7,5.0,TOR202507190,TOR,4,value,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250719,0,TOR02,h,SFN,1,0,0,regular,y,y,11.0,9,3,6,0,,74,TOR,2025,1,3,3,True,False,True,0,13.0,13.0,13.0,13.0,1,0,1,0.3333333333333333,42,3,46,165,0.23018867924528302,False,0 days,1,0,0,0,0,1.3,1.3,7,0.0,26,97.02470634920635,-0.3247063492063518,2025-07-19,Jeff Hoffman
hoffj003,2025-07-21,777066,16,16,97.73636363636363,11.0,TOR202507210,TOR,4,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250721,0,TOR02,h,NYA,1,0,0,regular,y,y,16.0,9,1,4,0,,70,TOR,2025,1,3,3,True,False,True,1,0.0,24.0,24.0,11.0,0,0,3,1.0,43,3,47,168,0.23134328358208955,False,1 day,0,1,0,0,0,2.4,2.4,7,0.0,27,96.99670634920633,0.7396572871573,2025-07-21,Jeff Hoffman
hoffj003,2025-07-22,777046,11,11,97.14999999999999,6.0,TOR202507220,TOR,4,value,3,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,1.0,,,1.0,,20250722,0,TOR02,h,NYA,0,1,0,regular,y,y,11.0,9,4,4,0,,73,TOR,2025,1,0,0,True,False,True,0,16.0,27.0,40.0,16.0,1,0,0,0.0,44,4,50,171,0.23985239852398524,False,0 days,1,0,0,0,0,2.7,4.0,7,0.0,28,97.17286796536796,-0.02286796536796487,2025-07-22,Jeff Hoffman
hoffj003,2025-07-29,776962,17,17,96.0,6.0,BAL202507292,TOR,4,value,3,0,6,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,,1.0,,,1.0,,20250729,2,BAL12,v,BAL,0,1,0,regular,y,y,17.0,8,2,2,0,,93,BAL,2025,0,0,0,True,False,True,6,0.0,0.0,11.0,11.0,0,0,1,0.16666666666666666,45,6,50,175,0.23636363636363636,False,3+ days,0,0,0,0,0,0.0,1.1,7,0.0,29,97.19536796536796,-1.1953679653679643,2025-07-29,Jeff Hoffman
hoffj003,2025-08-02,776900,18,18,96.225,8.0,TOR202508020,TOR,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250802,0,TOR02,h,KCA,1,0,0,regular,y,y,18.0,9,2,4,0,,75,TOR,2025,1,2,2,True,False,True,2,0.0,15.0,32.0,15.0,0,0,2,0.6666666666666666,47,3,52,184,0.23591549295774647,False,2 days,0,0,1,0,0,1.5,3.2,8,0.0,30,97.04393939393938,-0.8189393939393881,2025-08-02,Jeff Hoffman
hoffj003,2025-08-10,776788,33,33,96.21904761904761,21.0,LAN202508100,TOR,7,value,2,0,7,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1.0,,,,,,20250810,0,LOS03,v,LAN,1,0,0,regular,y,y,33.0,8,4,3,2,,83,LAN,2025,0,1,1,True,False,True,6,0.0,0.0,6.0,6.0,0,5,-5,-0.7142857142857143,49,7,54,191,0.23711340206185566,False,3+ days,0,0,0,0,0,0.0,0.6,8,0.0,31,96.76227272727273,-0.5432251082251156,2025-08-10,Jeff Hoffman
hoffj003,2025-08-14,776747,12,12,96.26666666666667,6.0,TOR202508140,TOR,4,value,3,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,,1.0,,1.0,,20250814,0,TOR02,h,CHN,1,0,0,regular,y,y,12.0,9,1,2,0,,74,TOR,2025,1,1,1,True,False,True,1,0.0,14.0,47.0,14.0,0,0,3,0.75,51,4,51,201,0.21926910299003322,False,1 day,0,1,0,0,0,1.4,4.7,8,0.0,32,96.66608225108226,-0.39941558441559266,2025-08-14,Jeff Hoffman
hoffj003,2025-08-15,776735,11,11,96.64,5.0,TOR202508150,TOR,6,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.0,,,,1.0,,20250815,0,TOR02,h,TEX,1,0,0,regular,y,y,11.0,9,5,6,0,,78,TOR,2025,1,1,1,True,False,True,0,12.0,26.0,59.0,12.0,1,0,3,1.0,52,3,54,205,0.2262295081967213,False,0 days,1,0,0,0,0,2.6,5.9,8,0.0,33,96.37214285714285,0.267857142857153,2025-08-15,Jeff Hoffman
hoffj003,2025-08-22,776646,18,18,95.93333333333334,6.0,MIA202508220,TOR,5,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250822,0,MIA02,v,MIA,1,0,0,regular,y,y,18.0,9,5,2,0,,72,MIA,2025,0,3,3,True,False,True,2,0.0,9.0,20.0,9.0,0,1,-1,-0.25,54,4,58,211,0.2347266881028939,False,2 days,0,0,1,0,0,0.9,2.0,8,0.0,34,96.27014285714286,-0.3368095238095208,2025-08-22,Jeff Hoffman
hoffj003,2025-08-23,776630,18,18,95.26666666666667,9.0,MIA202508230,TOR,4,value,3,0,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,,,,,,,20250823,0,MIA02,v,MIA,1,0,0,regular,y,y,18.0,9,4,3,0,,72,MIA,2025,0,1,1,True,False,True,0,18.0,18.0,27.0,18.0,1,1,0,0.0,55,5,57,215,0.22857142857142856,False,0 days,1,0,0,0,0,1.8,2.7,8,0.0,35,96.25680952380952,-0.9901428571428568,2025-08-23,Jeff Hoffman
hoffj003,2025-08-26,776582,25,25,95.28,10.0,TOR202508260,TOR,5,value,2,0,7,3,0,0,2,4,4,1,0,0,1,0,0,0,0,1,0,0,,1.0,,,,,20250826,0,TOR02,h,MIN,0,1,0,regular,y,y,25.0,9,3,4,0,,68,TOR,2025,1,1,1,True,False,True,2,0.0,18.0,45.0,18.0,0,1,-1,-0.14285714285714285,56,7,57,220,0.225,False,2 days,0,0,1,0,0,1.8,4.5,8,0.0,36,96.06514285714286,-0.7851428571428585,2025-08-26,Jeff Hoffman
hoffj003,2025-08-30,776527,21,21,95.68571428571428,7.0,TOR202508300,TOR,3,value,2,0,6,3,1,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,,1.0,,,,,20250830,0,TOR02,h,MIL,0,1,0,regular,y,y,21.0,9,1,1,0,,70,TOR,2025,1,0,0,True,False,True,2,0.0,14.0,57.0,14.0,0,1,-1,-0.16666666666666666,58,6,57,231,0.2175226586102719,False,2 days,0,0,1,0,0,1.4,5.7,8,0.0,37,95.87733333333333,-0.19161904761904225,2025-08-30,Jeff Hoffman
hoffj003,2025-08-31,776515,18,18,96.16666666666667,6.0,TOR202508310,TOR,6,value,3,0,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.0,,20250831,0,TOR02,h,MIL,1,0,0,regular,y,y,18.0,9,4,8,0,,68,TOR,2025,1,4,4,True,False,True,0,21.0,21.0,60.0,21.0,1,0,1,0.2,59,5,56,237,0.21068249258160238,False,0 days,1,0,0,1,0,2.1,6.0,8,0.0,38,95.76114285714286,0.40552380952381384,2025-08-31,Jeff Hoffman
hoffj003,2025-09-02,776491,18,18,95.61666666666667,6.0,CIN202509020,TOR,6,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250902,0,CIN09,v,CIN,1,0,0,regular,y,y,18.0,9,12,9,0,,78,CIN,2025,0,3,3,True,False,True,1,0.0,39.0,78.0,18.0,0,0,1,0.25,60,4,57,242,0.21052631578947367,False,1 day,0,1,0,0,0,3.9,7.8,9,0.0,39,95.66647619047619,-0.049809523809514644,2025-09-02,Jeff Hoffman
hoffj003,2025-09-07,776423,21,21,95.88333333333333,6.0,NYA202509070,TOR,4,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,1.0,,20250907,0,NYC21,v,NYA,0,1,0,regular,y,y,21.0,8,3,4,0,,64,NYA,2025,0,-1,1,True,False,True,3,0.0,0.0,49.0,13.0,0,1,-1,-0.25,62,4,59,249,0.21203438395415472,False,3+ days,0,0,0,0,0,0.0,4.9,9,0.0,40,95.60314285714286,0.28019047619046944,2025-09-07,Jeff Hoffman
hoffj003,2025-09-10,776385,17,17,94.81428571428572,7.0,TOR202509100,TOR,5,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,1.0,,20250910,0,TOR02,h,HOU,0,1,0,regular,y,y,17.0,9,2,2,0,,69,TOR,2025,1,0,0,True,False,True,0,10.0,31.0,44.0,10.0,1,0,1,0.25,64,4,58,256,0.2050561797752809,False,0 days,1,0,0,0,0,3.1,4.4,9,0.0,41,95.72647619047618,-0.9121904761904602,2025-09-10,Jeff Hoffman
hoffj003,2025-09-15,776316,18,18,94.47142857142856,7.0,TBA202509150,TOR,5,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,20250915,0,TAM02,v,TBA,1,0,0,regular,y,y,18.0,9,1,1,0,,85,TBA,2025,0,0,0,True,False,True,4,0.0,0.0,27.0,17.0,0,1,1,0.25,65,4,59,260,0.20555555555555555,False,3+ days,0,0,0,0,0,0.0,2.7,9,0.0,42,95.63333333333334,-1.161904761904779,2025-09-15,Jeff Hoffman
hoffj003,2025-09-16,776305,19,19,94.41111111111111,9.0,TBA202509160,TOR,7,value,2,0,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20250916,0,TAM02,v,TBA,1,0,0,regular,y,y,19.0,9,6,4,1,,82,TBA,2025,0,2,2,True,False,True,0,18.0,18.0,45.0,18.0,1,1,1,0.25,66,4,60,264,0.20604395604395603,False,0 days,1,0,0,0,0,1.8,4.5,9,0.0,43,95.39047619047619,-0.9793650793650812,2025-09-16,Jeff Hoffman
hoffj003,2025-09-25,776186,23,23,95.4,8.0,TOR202509250,TOR,7,value,3,0,6,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,,,,1.0,,20250925,0,TOR02,h,BOS,1,0,0,regular,y,y,23.0,9,1,6,0,,68,TOR,2025,1,5,5,True,False,True,3,0.0,0.0,30.0,11.0,0,1,0,0.0,69,6,60,276,0.19946808510638298,False,3+ days,0,0,0,0,0,0.0,3.0,9,0.0,44,95.03936507936507,0.3606349206349364,2025-09-25,Jeff Hoffman
hoffj003,2025-09-26,776177,25,25,94.76153846153846,13.0,TOR202509260,TOR,5,value,3,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,1.0,,1.0,,20250926,0,TOR02,h,TBA,1,0,0,regular,y,y,25.0,9,2,4,0,,70,TOR,2025,1,2,2,True,False,True,0,23.0,23.0,53.0,23.0,1,2,-2,-0.4,70,5,60,282,0.19633507853403143,False,0 days,1,0,0,1,0,2.3,5.3,9,0.0,45,94.99603174603175,-0.23449328449328277,2025-09-26,Jeff Hoffman
lauee001,2025-06-06,777615,44,44,92.78333333333335,24.0,MIN202506060,TOR,2,value,7,0,9,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1.0,,,,,,20250606,0,MIN04,v,MIN,1,0,0,regular,y,y,44.0,3,0,3,0,,71,MIN,2025,0,-3,3,True,False,True,2,0.0,43.0,43.0,43.0,0,1,1,0.1111111111111111,5,9,9,57,0.15286624203821655,False,2 days,0,0,1,0,0,4.3,4.3,6,0.0,4,91.90177231872785,0.8815610146054951,2025-06-06,Eric Lauer
lauee001,2025-09-02,776491,50,50,91.2,22.0,CIN202509020,TOR,3,value,7,0,12,5,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20250902,0,CIN09,v,CIN,1,0,0,regular,y,y,50.0,4,10,6,0,,78,CIN,2025,0,4,4,True,False,True,5,0.0,0.0,98.0,98.0,0,0,2,0.16666666666666666,6,12,10,66,0.15060240963855423,False,3+ days,0,0,0,0,0,0.0,9.8,9,0.0,5,92.07808452164895,-0.8780845216489439,2025-09-02,Eric Lauer
lauee001,2025-09-13,776343,22,22,92.7909090909091,11.0,TOR202509130,TOR,3,value,5,0,6,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20250913,0,TOR02,h,BAL,1,0,0,regular,y,y,22.0,7,2,1,0,,67,TOR,2025,1,-1,1,True,False,True,10,0.0,0.0,0.0,50.0,0,1,1,0.16666666666666666,7,6,12,78,0.15168539325842698,False,3+ days,0,0,0,0,0,0.0,0.0,9,0.0,6,92.0911879699248,0.6997211209842931,2025-09-13,Eric Lauer
lauee001,2025-09-16,776305,22,22,92.07857142857142,14.0,TBA202509160,TOR,3,value,4,0,6,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.0,,,,,,20250916,0,TAM02,v,TBA,1,0,0,regular,y,y,22.0,5,6,3,2,,82,TBA,2025,0,3,3,True,False,True,2,0.0,22.0,22.0,22.0,0,0,2,0.3333333333333333,8,6,13,84,0.15217391304347827,False,2 days,0,0,1,0,0,2.2,2.2,9,0.0,7,92.15032216905902,-0.07175074048760166,2025-09-16,Eric Lauer
lauee001,2025-09-18,776269,30,30,91.88571428571429,14.0,TBA202509180,TOR,2,value,4,0,7,3,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20250918,0,TAM02,v,TBA,0,1,0,regular,y,y,30.0,5,0,3,1,,87,TBA,2025,0,-3,3,True,False,True,1,0.0,22.0,44.0,22.0,0,0,2,0.2857142857142857,9,7,15,90,0.15789473684210525,False,1 day,0,1,0,0,0,2.2,4.4,9,0.0,8,92.0600364547733,-0.17432216905901043,2025-09-18,Eric Lauer
lauee001,2025-09-25,776186,45,44,93.05217391304348,23.0,TOR202509250,TOR,2,value,10,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20250925,0,TOR02,h,BOS,1,0,0,regular,y,y,44.0,3,0,0,0,,68,TOR,2025,1,0,0,True,False,True,3,0.0,0.0,37.0,7.0,0,0,2,0.2,11,10,17,100,0.16,False,3+ days,0,0,0,0,0,0.0,3.7,9,1.0,9,92.14770562770563,0.9044682853378418,2025-09-25,Eric Lauer
lauee001,2025-09-28,776145,10,10,92.08333333333333,6.0,TOR202509280,TOR,6,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1.0,,20250928,0,TOR02,h,TBA,1,0,0,regular,y,y,10.0,9,4,13,0,,74,TOR,2025,1,9,9,True,False,True,2,0.0,44.0,51.0,44.0,0,0,1,0.3333333333333333,12,3,19,110,0.1619047619047619,False,2 days,0,0,1,0,0,4.4,5.1,9,0.0,10,92.20147374364765,-0.1181404103143251,2025-09-28,Eric Lauer
pearn001,2024-04-14,744952,16,16,99.64285714285714,7.0,TOR202404140,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1.0,,20240414,0,TOR02,h,COL,1,0,0,regular,y,y,16.0,9,0,5,0,,68,TOR,2024,1,5,5,True,False,True,3,0.0,0.0,16.0,16.0,0,0,3,1.0,5,3,3,23,0.14634146341463414,False,3+ days,0,0,0,0,0,0.0,1.6,4,0.0,5,96.75702857142856,2.8858285714285756,2024-04-14,Nate Pearson
pearn001,2024-04-21,745434,32,32,96.84615384615384,13.0,SDN202404210,TOR,3,value,4,0,8,0,0,0,0,2,2,3,0,1,1,0,0,0,1,2,0,0,,,,,1.0,,20240421,0,SAN02,v,SDN,0,1,0,regular,y,y,32.0,7,3,4,1,,66,SDN,2024,0,-1,1,True,False,True,6,0.0,0.0,16.0,16.0,0,3,-2,-0.25,6,8,6,26,0.16666666666666666,False,3+ days,0,0,0,0,0,0.0,1.6,4,0.0,6,97.15417142857143,-0.30801758241759103,2024-04-21,Nate Pearson
pearn001,2024-04-26,744949,11,11,97.62857142857142,7.0,TOR202404260,TOR,4,value,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,20240426,0,TOR02,h,LAN,0,1,0,regular,y,y,11.0,6,10,1,2,,68,TOR,2024,1,-9,9,True,False,True,2,0.0,12.0,44.0,12.0,0,0,0,0.0,8,3,5,36,0.14705882352941177,False,2 days,0,0,1,0,0,1.2,4.4,4,0.0,7,97.3474021978022,0.2811692307692226,2024-04-26,Nate Pearson
pearn001,2024-04-29,744945,16,16,98.39,10.0,TOR202404290,TOR,6,value,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1.0,,1.0,,20240429,0,TOR02,h,KCA,1,0,0,regular,y,y,16.0,9,5,6,0,,68,TOR,2024,1,1,1,True,False,True,1,0.0,17.0,29.0,6.0,0,0,1,0.2,10,5,5,40,0.14285714285714285,False,1 day,0,1,0,0,0,1.7,2.9,4,0.0,8,97.74111648351648,0.6488835164835223,2024-04-29,Nate Pearson
pearn001,2024-05-01,744939,22,22,97.44545454545455,11.0,TOR202405010,TOR,3,value,3,0,6,3,0,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240501,0,TOR02,h,KCA,0,1,0,regular,y,y,22.0,8,3,1,0,,68,TOR,2024,1,-2,2,True,False,True,1,0.0,16.0,33.0,16.0,0,0,1,0.16666666666666666,11,6,6,45,0.14482758620689656,False,1 day,0,1,0,0,0,1.6,3.3,5,0.0,9,97.80151648351648,-0.3560619380619272,2024-05-01,Nate Pearson
pearn001,2024-05-04,744862,18,18,97.26666666666667,9.0,WAS202405040,TOR,3,value,1,0,4,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,,,,,,,20240504,0,WAS11,v,WAS,1,0,0,regular,y,y,18.0,7,4,0,1,,53,WAS,2024,0,4,4,True,False,True,2,0.0,22.0,44.0,22.0,0,1,-1,-0.25,12,4,7,51,0.1456953642384106,False,2 days,0,0,1,0,0,2.2,4.4,5,0.0,10,97.9906073926074,-0.7239407259407358,2024-05-04,Nate Pearson
pearn001,2024-05-05,744861,14,14,97.7,6.0,WAS202405050,TOR,2,value,3,1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20240505,0,WAS11,v,WAS,0,1,0,regular,y,y,14.0,5,8,7,0,,69,WAS,2024,0,1,1,True,False,True,0,18.0,18.0,56.0,18.0,1,0,0,0.0,13,4,6,55,0.13548387096774195,False,0 days,1,0,0,0,0,1.8,5.6,5,0.0,11,97.51536929736929,0.18463070263071302,2024-05-05,Nate Pearson
pearn001,2024-05-12,744941,16,16,98.55714285714285,7.0,TOR202405120,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1.0,,20240512,0,TOR02,h,MIN,0,1,0,regular,y,y,16.0,9,5,1,0,,60,TOR,2024,1,-4,4,True,False,True,1,0.0,8.0,22.0,8.0,0,0,2,0.6666666666666666,15,3,7,62,0.13580246913580246,False,1 day,0,1,0,0,0,0.8,2.2,5,0.0,12,97.68613852813853,0.8710043290043217,2024-05-12,Nate Pearson
pearn001,2024-05-18,744938,21,21,97.53333333333333,9.0,TOR202405180,TOR,3,value,0,4,4,3,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,1.0,,,,,20240518,0,TOR02,h,TBA,0,1,0,regular,y,y,21.0,8,3,4,0,,61,TOR,2024,1,1,1,True,False,True,0,9.0,9.0,25.0,9.0,1,1,-1,-0.25,17,4,11,68,0.15476190476190477,False,0 days,1,0,0,0,0,0.9,2.5,5,0.0,13,97.87185281385283,-0.3385194805194942,2024-05-18,Nate Pearson
pearn001,2024-05-22,744933,18,18,98.45,6.0,TOR202405220,TOR,3,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1.0,,20240522,0,TOR02,h,CHA,1,0,0,regular,y,y,18.0,9,2,9,0,,69,TOR,2024,1,7,7,True,False,True,3,0.0,0.0,30.0,21.0,0,1,1,0.25,18,4,10,72,0.14534883720930233,False,3+ days,0,0,0,0,0,0.0,3.0,5,0.0,14,97.70051948051949,0.7494805194805139,2024-05-22,Nate Pearson
pearn001,2024-05-24,746475,26,26,96.9875,8.0,DET202405240,TOR,2,value,4,0,6,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20240524,0,DET05,v,DET,0,1,0,regular,y,y,26.0,5,0,6,0,,80,DET,2024,0,-6,6,True,False,True,1,0.0,18.0,48.0,18.0,0,1,1,0.16666666666666666,19,6,11,76,0.14772727272727273,False,1 day,0,1,0,0,0,1.8,4.8,5,0.0,15,97.90142857142857,-0.9139285714285705,2024-05-24,Nate Pearson
pearn001,2024-05-27,746788,32,32,96.54444444444444,9.0,CHA202405270,TOR,2,value,6,0,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20240527,0,CHI12,v,CHA,1,0,0,regular,y,y,32.0,6,3,0,0,,66,CHA,2024,0,3,3,True,False,True,2,0.0,26.0,44.0,26.0,0,0,2,0.2857142857142857,20,7,12,82,0.14835164835164835,False,2 days,0,0,1,0,0,2.6,4.4,5,0.0,16,97.84559523809523,-1.3011507936507911,2024-05-27,Nate Pearson
pearn001,2024-06-02,744929,16,16,98.0875,8.0,TOR202406020,TOR,4,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240602,0,TOR02,h,PIT,1,0,0,regular,y,y,16.0,8,3,5,0,,68,TOR,2024,1,2,2,True,False,True,1,0.0,16.0,48.0,16.0,0,0,1,0.25,22,4,15,95,0.15384615384615385,False,1 day,0,1,0,0,0,1.6,4.8,6,0.0,17,97.61448412698412,0.473015873015882,2024-06-02,Nate Pearson
pearn001,2024-06-04,744931,24,24,97.16875,16.0,TOR202406040,TOR,5,value,3,0,6,2,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20240604,0,TOR02,h,BAL,0,1,0,regular,y,y,24.0,8,8,1,0,,69,TOR,2024,1,-7,7,True,False,True,1,0.0,16.0,32.0,16.0,0,1,1,0.16666666666666666,23,6,16,99,0.15577889447236182,False,1 day,0,1,0,0,0,1.6,3.2,6,0.0,18,97.52055555555556,-0.3518055555555577,2024-06-04,Nate Pearson
pearn001,2024-06-06,744923,13,13,98.275,8.0,TOR202406060,TOR,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20240606,0,TOR02,h,BAL,1,0,0,regular,y,y,13.0,7,1,6,0,,73,TOR,2024,1,5,5,True,False,True,1,0.0,24.0,56.0,24.0,0,0,1,0.3333333333333333,24,3,17,105,0.15609756097560976,False,1 day,0,1,0,0,0,2.4,5.6,6,0.0,19,97.44763888888889,0.8273611111111165,2024-06-06,Nate Pearson
pearn001,2024-06-11,745981,16,16,98.24,10.0,MIL202406110,TOR,2,value,3,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,,,,,,20240611,0,MIL06,v,MIL,1,0,0,regular,y,y,16.0,6,2,0,0,,72,MIL,2024,0,2,2,True,False,True,1,0.0,11.0,48.0,11.0,0,0,3,0.75,26,4,19,113,0.1596244131455399,False,1 day,0,1,0,0,0,1.1,4.8,6,0.0,20,97.41263888888889,0.8273611111111023,2024-06-11,Nate Pearson
